Borough,condition,estrato,property_type,neighborhood,Area,bedrooms,bathrooms,garages,Price
Riomar,Usado,4,Apartamento,Andalucía,79,2,2,1,303276000
Riomar,Usado,4,Apartamento,Andalucía,79,3,2,1,315000000
Riomar,Usado,4,Apartamento,Andalucía,102,3,3,1,426400000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,109,3,3,1,395000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,78,2,2,1,180000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,80,2,2,1,279000000
Riomar,Usado,4,Apartamento,Andalucía,71,2,2,1,282182800
Riomar,Usado,4,Apartamento,Andalucía,172,3,2,1,636400000
Riomar,Usado,4,Apartamento,Andalucía,88,3,2,2,240000000
Riomar,Usado,4,Apartamento,Andalucía,109,3,2,1,415530000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,110,3,3,1,387000000
Sur Occidente,Usado,4,Apartamento,Olaya,130,4,3,0,300000000
Riomar,Usado,4,Apartamento,Andalucía,108,3,2,1,395000000
Sur Occidente,Usado,4,Casa,Olaya,130,3,3,2,400000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,89,2,3,1,340500000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,115,3,3,2,376500000
Riomar,Usado,4,Casa,Andalucía,89,2,2,1,220000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,277,3,3,2,680000000
Sur Occidente,Usado,4,Casa,Olaya,357,4,2,1,560000000
Sur Occidente,Usado,4,Casa,Olaya,300,12,10,1,600000000
Riomar,Usado,4,Apartamento,Andalucía,160,3,2,3,345000000
Riomar,Inmobiliaria,4,Apartamento,Andalucía,160,3,4,3,360000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,115,3,3,2,376500000
Riomar,Usado,4,Apartamento,Andalucía,70,1,1,1,276115200
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,115,3,2,2,325000000
Sur Occidente,Usado,4,Casa,Olaya,300,8,5,2,500000000
Riomar,Usado,4,Apartamento,Andalucía,109,3,3,1,230000000
Sur Occidente,Usado,4,Casa,Olaya,363,4,3,0,470000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,135,3,2,1,350000000
Riomar,Usado,4,Apartamento,Andalucía,90,2,1,1,215000000
Riomar,Usado,4,Apartamento,Andalucía,108,3,4,1,426400000
Riomar,Usado,4,Apartamento,Andalucía,103,3,2,1,394820000
Norte-Centro Histórico,Inmobiliaria,4,Apartamento,La Campiña,109,3,2,1,393000000
Riomar,Usado,4,Apartamento,Andalucía,81,3,3,1,321346400
Sur Occidente,Usado,4,Casa,Olaya,163,5,2,1,700000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,225,3,3,2,860000000
Riomar,Usado,4,Apartamento,Andalucía,160,3,2,1,595200000
Riomar,Usado,4,Apartamento,Andalucía,100,3,3,1,285000000
Sur Occidente,Usado,4,Apartamento,Olaya,98,3,2,1,240000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,110,3,4,1,381000000
Sur Occidente,Usado,4,Apartamento,Olaya,82,3,2,0,210000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,105,3,3,1,393948000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,106,3,3,1,387065000
Riomar,Usado,4,Apartamento,Andalucía,108,3,3,1,426150000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,109,3,3,1,395000000
Sur Occidente,Usado,4,Casa,Olaya,120,3,3,1,280000000
Sur Occidente,Usado,4,Casa,Olaya,200,5,3,2,580000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,110,3,3,2,350000000
Riomar,Usado,4,Apartamento,Andalucía,92,3,2,1,270000000
Riomar,Usado,4,Apartamento,Andalucía,48,1,2,1,217000000
Sur Occidente,Usado,4,Casa,Olaya,250,11,2,0,480000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,41,1,1,1,210000000
Sur Occidente,Usado,4,Casa,Olaya,240,5,5,1,450000000
Sur Occidente,Usado,4,Casa,Olaya,95,3,3,0,197000000
Sur Occidente,Usado,4,Casa,Olaya,105,3,3,1,280000000
Riomar,Usado,4,Apartamento,Andalucía,115,3,2,1,240000000
Sur Occidente,Usado,4,Casa,Olaya,540,9,5,3,700000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,89,2,3,1,334000000
Riomar,Usado,4,Apartamento,Andalucía,108,3,2,1,395000000
Sur Occidente,Usado,4,Apartamento,Olaya,94,3,2,1,250000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,100,3,2,2,380000000
Sur Occidente,Usado,4,Casa,Olaya,130,3,2,2,400000000
Riomar,Usado,4,Apartamento,Andalucía,101,3,3,1,285000000
Sur Occidente,Usado,4,Apartamento,Olaya,58,3,1,1,180000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,115,3,3,2,376500000
Riomar,Usado,4,Apartamento,Andalucía,108,3,3,1,426400000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,100,3,3,2,380000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,96,3,2,1,340000000
Norte-Centro Histórico,Usado,4,Apartamento,El Tabor,63,1,1,1,270000000
Norte-Centro Histórico,Usado,4,Apartamento,El Recreo,35,1,1,1,130000000
Norte-Centro Histórico,Usado,4,Casa,Las Delicias,157,5,5,1,750000000
Riomar,Usado,4,Apartamento,Altos de Riomar,86,3,2,1,292000000
Riomar,Usado,4,Apartamento,Villa Santos,97,3,2,1,330000000
Riomar,Usado,4,Apartamento,Altos de Riomar,93,2,2,1,280000000
Riomar,Usado,4,Apartamento,Altos de Riomar,163,3,2,1,605000000
Riomar,Usado,4,Apartamento,Villa Santos,112,4,3,2,600000000
Riomar,Usado,4,Apartamento,Villa Santos,132,3,3,2,560000000
Riomar,Usado,4,Casa,Villa Santos,210,5,5,1,530000000
Norte-Centro Histórico,Usado,4,Casa,Norte-Centro Histórico,248,4,4,3,670000000
Sur Occidente,Usado,4,Casa,El Valle,160,3,1,0,300000000
Riomar,Usado,4,Casa,El Limoncito,126,3,2,1,470000000
Norte-Centro Histórico,Usado,4,Apartamento,Norte-Centro Histórico,75,2,2,1,242100000
Riomar,Usado,4,Casa,El Limoncito,224,3,2,1,540000000
Riomar,Usado,4,Casa,El Limoncito,285,4,3,2,950000000
Riomar,Usado,4,Apartamento,Altos del Limón,83,2,1,1,210000000
Riomar,Usado,4,Casa,El Limoncito,224,3,3,3,530000000
Riomar,Usado,4,Apartamento,El Limoncito,56,2,1,0,139000000
Norte-Centro Histórico,Usado,4,Apartamento,Norte-Centro Histórico,97,2,2,0,190000000
Norte-Centro Histórico,Usado,4,Apartamento,Bellavista,89,3,3,1,360000000
Norte-Centro Histórico,Usado,4,Apartamento,Bellavista,101,3,2,1,414169000
Norte-Centro Histórico,Usado,4,Casa,Boston,157,3,2,0,400000000
Norte-Centro Histórico,Usado,4,Apartamento,Bellavista,62,2,2,1,180000000
Norte-Centro Histórico,Usado,4,Apartamento,Betania,65,2,2,1,230000000
Riomar,Usado,4,Casa,El Limoncito,97,3,2,1,350000000
Riomar,Inmobiliaria,4,Apartamento,El Limoncito,110,4,2,1,360000000
Riomar,Usado,4,Casa,El Limoncito,300,4,2,0,550000000
Metropolitana,Usado,4,Casa,San José,94,3,2,1,280000000
Metropolitana,Usado,4,Casa,San José,207,4,1,2,250000000
Norte-Centro Histórico,Usado,4,Apartamento,Norte-Centro Histórico,85,3,2,1,250000000
Norte-Centro Histórico,Usado,4,Casa,Norte-Centro Histórico,300,6,3,1,850000000
Norte-Centro Histórico,Usado,4,Casa,Norte-Centro Histórico,368,4,3,2,889000000
Riomar,Usado,4,Apartamento,El Limoncito,92,2,1,1,220000000
Sur Occidente,Usado,4,Casa,Los Andes,250,4,2,1,420000000
Sur Occidente,Usado,4,Apartamento,La Ceiba,146,2,2,1,398000000
Riomar,Usado,4,Apartamento,Altos de Riomar,112,3,3,1,260000000
Riomar,Usado,4,Apartamento,Villa Santos,144,3,4,1,560000000
Riomar,Usado,4,Apartamento,San Vicente,89,2,3,1,340500000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,164,3,2,1,350000000
Riomar,Usado,4,Apartamento,Altos de Riomar,75,3,2,1,280000000
Riomar,Usado,4,Apartamento,Miramar,76,3,2,1,259000000
Sur Occidente,Usado,4,Apartamento,Los Andes,85,3,2,0,195000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,80,2,2,1,228000000
Riomar,Usado,4,Apartamento,San Vicente,142,3,2,0,300000000
Riomar,Usado,4,Apartamento,San Vicente,185,3,2,0,500000000
Riomar,Usado,4,Apartamento,San Vicente,162,4,3,2,380000000
Riomar,Usado,4,Apartamento,San Salvador,35,2,1,0,75000000
Riomar,Usado,4,Apartamento,Villa Santos,65,1,2,1,220000000
Riomar,Usado,4,Apartamento,Villa Santos,142,3,4,2,600000000
Riomar,Usado,4,Apartamento,San Vicente,44,1,1,1,150000000
Norte-Centro Histórico,Usado,4,Casa,El Recreo,248,4,2,0,450000000
Riomar,Usado,4,Apartamento,Altos de Riomar,86,4,3,0,292000000
Riomar,Usado,4,Apartamento,Altos de Riomar,110,0,0,0,290000000
Riomar,Usado,4,Casa,Villa Santos,210,4,4,2,515000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,115,3,2,1,366000000
Riomar,Usado,4,Apartamento,Santa Mónica,160,3,3,2,420000000
Norte-Centro Histórico,Usado,4,Casa,Los Alpes,496,5,5,4,1250000000
Riomar,Usado,4,Casa,Villa Santos,230,4,5,1,850000000
Sur Occidente,Usado,4,Apartamento,El Carmen,64,3,2,1,150000000
Norte-Centro Histórico,Usado,4,Apartamento,Norte-Centro Histórico,115,3,3,1,395000000
Sur Occidente,Usado,4,Casa,Los Andes,220,2,2,0,460000000
Sur Occidente,Usado,4,Casa,Los Andes,250,4,2,1,420000000
Norte-Centro Histórico,Usado,4,Apartamento,Norte-Centro Histórico,92,2,1,0,185000000
Riomar,Usado,4,Apartamento,El Limoncito,114,3,2,1,250000000
Riomar,Usado,4,Apartamento,Altos del Prado,117,4,3,1,280000000
Riomar,Usado,4,Apartamento,El Limoncito,206,3,3,1,430000000
Riomar,Usado,4,Apartamento,Altos del Limón,87,3,2,0,275000000
Norte-Centro Histórico,Usado,4,Apartamento,Norte-Centro Histórico,94,2,2,0,185000000
Riomar,Usado,4,Apartamento,El Limoncito,76,3,2,0,225000000
Riomar,Usado,4,Apartamento,El Limoncito,70,3,2,1,250000000
Sur Occidente,Inmobiliaria,4,Apartamento,Los Andes,110,3,3,0,250000000
Riomar,Usado,4,Apartamento,Altos del Prado,80,2,2,1,240000000
Norte-Centro Histórico,Usado,4,Apartamento,Norte-Centro Histórico,185,5,3,2,460000000
Riomar,Usado,4,Casa,El Limoncito,267,4,2,2,530000000
Norte-Centro Histórico,Usado,4,Casa,Boston,340,5,3,0,800000000
Norte-Centro Histórico,Usado,4,Apartamento,Boston,94,3,2,1,250000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,103,3,2,1,184686336
Norte-Centro Histórico,Usado,4,Apartamento,Boston,47,1,1,1,150000000
Norte-Centro Histórico,Usado,4,Apartamento,Betania,84,3,2,1,330000000
Norte-Centro Histórico,Usado,4,Apartamento,Betania,84,3,2,0,330000000
Norte-Centro Histórico,Usado,4,Casa,Las Delicias,137,4,2,1,650000000
Riomar,Usado,4,Casa,San Salvador,166,3,4,1,370000000
Riomar,Usado,4,Apartamento,Villa Santos,210,3,4,2,680000000
Riomar,Usado,4,Apartamento,Villa Santos,284,6,3,2,600000000
Riomar,Usado,4,Apartamento,Villa Santos,70,1,1,1,220000000
Riomar,Usado,4,Apartamento,Altos de Riomar,80,3,2,2,260000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,94,3,3,1,285000000
Riomar,Usado,4,Apartamento,Altos de Riomar,96,2,2,1,380000000
Riomar,Usado,4,Apartamento,San Vicente,178,3,2,1,400000000
Riomar,Usado,4,Apartamento,San Vicente,87,2,2,1,370000000
Norte-Centro Histórico,Usado,4,Apartamento,El Recreo,83,3,2,1,225000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,110,3,2,1,225000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,115,3,2,1,368000000
Riomar,Usado,4,Apartamento,Villa Santos,128,3,5,2,595000000
Riomar,Usado,4,Apartamento,San Vicente,114,2,3,2,350000000
Norte-Centro Histórico,Usado,4,Apartamento,El Prado,80,2,2,1,230000000
Riomar,Usado,4,Apartamento,San Vicente,150,3,3,2,380000000
Riomar,Usado,4,Apartamento,San Vicente,111,3,2,1,265000000
Riomar,Usado,4,Apartamento,San Vicente,155,3,3,2,400000000
Riomar,Usado,4,Casa,Villa Carolina,78,3,2,1,275000000
Riomar,Usado,4,Apartamento,Villa Carolina,75,2,2,1,260000000
Riomar,Usado,4,Apartamento,Villa Carolina,83,3,2,1,280000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,43,1,1,1,170000000
Riomar,Inmobiliaria,4,Apartamento,Villa Carolina,87,3,2,1,315000000
Riomar,Usado,4,Casa,Paraíso,137,3,2,2,450000000
Riomar,Usado,4,Casa,Villa Carolina,95,3,3,1,315000000
Riomar,Inmobiliaria,4,Apartamento,Riomar,53,1,2,0,300000000
Riomar,Usado,4,Apartamento,Miramar,110,3,3,1,470000000
Riomar,Usado,4,Casa,Villa Carolina,105,4,3,1,330000000
Riomar,Usado,4,Apartamento,Villa Carolina,84,3,2,1,320000000
Riomar,Inmobiliaria,4,Apartamento,Villa Carolina,84,3,3,1,320000000
Riomar,Usado,4,Apartamento,Villa Carolina,72,3,2,1,230000000
Riomar,Usado,4,Apartamento,Villa Carolina,96,3,2,1,360000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,40,1,1,1,130000000
Riomar,Usado,4,Casa,Villa Carolina,314,4,3,1,560000000
Riomar,Usado,4,Apartamento,Villa Carolina,96,3,2,2,375000000
Sur Occidente,Usado,4,Apartamento,San Felipe,147,5,3,0,280000000
Riomar,Usado,4,Apartamento,Villa Carolina,86,3,3,1,330000000
Riomar,Usado,4,Apartamento,Villa Carolina,78,3,2,1,310000000
Riomar,Usado,4,Apartamento,Villa Carolina,95,3,3,2,370000000
Riomar,Usado,4,Apartamento,Villa Carolina,87,3,2,1,340000000
Riomar,Usado,4,Apartamento,Villa Carolina,105,3,2,2,410000000
Riomar,Usado,4,Apartamento,Villa Carolina,83,3,2,1,290000000
Riomar,Usado,4,Casa,Paraíso,147,4,2,2,480000000
Norte-Centro Histórico,Usado,4,Casa,Las Mercedes,247,4,2,2,520000000
Riomar,Usado,4,Casa,Villa Carolina,95,3,3,1,315000000
Riomar,Usado,4,Apartamento,Riomar,100,3,2,1,280000000
Riomar,Usado,4,Apartamento,Villa Carolina,86,3,3,1,300000000
Riomar,Usado,4,Apartamento,Villa Carolina,86,3,3,1,290000000
Riomar,Usado,4,Apartamento,Villa Carolina,104,3,2,2,385000000
Riomar,Usado,4,Casa,Villa Carolina,110,4,3,1,360000000
Riomar,Usado,4,Casa,Villa Carolina,98,4,3,1,330000000
Riomar,Usado,4,Apartamento,Miramar,123,3,2,2,200000000
Riomar,Inmobiliaria,4,Apartamento,Villa Carolina,83,3,2,1,310000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,86,2,2,1,270000000
Riomar,Usado,4,Apartamento,Villa Carolina,78,3,2,1,275000000
Riomar,Usado,4,Apartamento,Villa Carolina,71,3,2,1,245000000
Riomar,Usado,4,Apartamento,Villa Carolina,71,2,2,1,300000000
Riomar,Usado,4,Apartamento,Paraíso,75,3,2,1,290000000
Riomar,Usado,4,Apartamento,Villa Carolina,105,4,3,2,380000000
Riomar,Usado,4,Apartamento,Villa Carolina,87,3,2,1,330000000
Norte-Centro Histórico,Usado,4,Apartamento,Santa Ana,41,1,1,1,140000000
Riomar,Usado,4,Apartamento,Villa Carolina,118,3,4,2,498000000
Riomar,Usado,4,Apartamento,Paraíso,75,3,2,1,320000000
Riomar,Inmobiliaria,4,Apartamento,Villa Carolina,105,3,3,2,390000000
Sur Occidente,Usado,4,Apartamento,Las Mercedes Sur,168,5,3,1,370000000
Riomar,Usado,4,Apartamento,Villa Carolina,111,3,3,2,500000000
Riomar,Usado,4,Casa,Villa Carolina,94,3,3,1,315000000
Riomar,Inmobiliaria,4,Apartamento,Villa Carolina,86,3,2,1,315000000
Riomar,Usado,4,Apartamento,Villa Carolina,86,3,3,1,300000000
Riomar,Usado,4,Apartamento,Villa Carolina,68,3,2,0,263000000
Riomar,Usado,4,Casa,Paraíso,127,3,2,1,390000000
Riomar,Inmobiliaria,4,Apartamento,Villa Carolina,83,3,3,2,320000000
Sur Occidente,Usado,4,Casa,Las Mercedes Sur,165,4,2,1,360000000
Riomar,Usado,4,Casa,Villa Carolina,95,3,3,1,330000000
Riomar,Usado,4,Apartamento,Villa Carolina,67,3,2,0,210000000
Sur Occidente,Usado,4,Casa,El Silencio,146,4,1,1,280000000
Sur Occidente,Usado,4,Apartamento,Las Mercedes Sur,110,3,2,1,385000000
Riomar,Usado,4,Casa,Villa Carolina,94,3,3,1,315000000
Riomar,Usado,4,Apartamento,Paraíso,58,2,2,1,210000000
Riomar,Usado,4,Apartamento,Villa Carolina,68,3,2,1,230000000
Norte-Centro Histórico,Usado,4,Apartamento,Las Delicias,90,3,2,1,290000000
Riomar,Usado,4,Apartamento,Villa Campestre,162,3,4,2,777600000
Riomar,Usado,4,Apartamento,Villa Carolina,91,3,2,1,340000000
Riomar,Usado,4,Apartamento,Riomar,105,2,2,1,495000000
Riomar,Usado,4,Apartamento,Villa Carolina,95,3,3,1,370000000
Riomar,Usado,4,Apartamento,Villa Carolina,116,3,3,1,300000000
Norte-Centro Histórico,Usado,4,Apartamento,El Recreo,82,2,2,1,294000000
Norte-Centro Histórico,Inmobiliaria,4,Apartamento,El Recreo,99,3,2,1,337000000
Riomar,Usado,4,Apartamento,Villa Carolina,86,3,2,1,300000000
Riomar,Usado,4,Apartamento,Villa Carolina,83,3,2,1,380000000
Riomar,Usado,4,Apartamento,Villa Carolina,86,3,2,1,280000000
Norte-Centro Histórico,Usado,4,Apartamento,Las Delicias,90,3,1,0,185000000
Riomar,Usado,4,Apartamento,Villa Carolina,68,3,2,0,235000000
Riomar,Usado,4,Apartamento,Villa Carolina,62,3,2,1,165000000
Riomar,Usado,4,Apartamento,Villa Carolina,108,3,2,1,355000000
Riomar,Usado,4,Apartamento,Miramar,90,3,3,1,240000000
Riomar,Usado,4,Apartamento,Villa Carolina,71,2,2,1,250000000
Riomar,Usado,4,Apartamento,Villa Carolina,87,3,3,1,300000000
Riomar,Inmobiliaria,4,Apartamento,Villa Carolina,86,3,2,1,330000000
Riomar,Usado,4,Apartamento,Villa Carolina,87,3,3,1,340000000
Riomar,Usado,4,Apartamento,Villa Carolina,64,3,2,1,188000000
Riomar,Usado,4,Casa,Paraíso,370,5,3,1,550000000
Riomar,Usado,4,Apartamento,Villa Carolina,118,3,4,2,480000000
Riomar,Usado,4,Casa,Villa Carolina,98,3,3,1,330000000
Riomar,Usado,4,Apartamento,Paraíso,76,3,2,1,280000000
Norte-Centro Histórico,Usado,4,Casa,Las Delicias,97,3,2,0,380000000
Riomar,Inmobiliaria,4,Apartamento,Villa Carolina,48,1,2,1,215000000
Riomar,Usado,4,Apartamento,Miramar,137,3,2,1,380000000
Riomar,Usado,4,Apartamento,Villa Carolina,78,3,2,1,279800000
Riomar,Usado,4,Apartamento,Villa Carolina,72,3,2,1,225000000
Riomar,Usado,4,Apartamento,Villa Carolina,72,3,2,1,290000000
Norte-Centro Histórico,Inmobiliaria,4,Apartamento,El Recreo,95,2,2,1,320000000
Riomar,Usado,4,Apartamento,Villa Carolina,89,2,3,1,340500000
Riomar,Usado,4,Apartamento,Villa Carolina,111,3,3,1,290000000
Riomar,Usado,4,Apartamento,Villa Carolina,70,2,2,1,250000000
Riomar,Usado,4,Apartamento,Paraíso,135,3,3,2,550000000
Riomar,Usado,4,Apartamento,Villa Carolina,86,3,3,1,280000000
Riomar,Usado,4,Apartamento,Villa Carolina,86,3,3,1,320000000
Riomar,Usado,4,Apartamento,Villa Carolina,79,3,2,1,280000000
Riomar,Usado,4,Apartamento,Villa Carolina,86,3,3,1,296000000
Riomar,Usado,4,Apartamento,Villa Carolina,105,4,3,0,385000000
Riomar,Usado,4,Apartamento,Villa Carolina,78,3,2,1,270000000
Riomar,Usado,4,Apartamento,Villa Carolina,118,3,5,2,485000000
Riomar,Usado,4,Apartamento,Villa Carolina,82,3,2,1,295000000
Riomar,Usado,4,Casa,Paraíso,127,3,3,1,400000000
Norte-Centro Histórico,Usado,4,Casa,Las Delicias,420,9,4,0,700000000
Norte-Centro Histórico,Usado,4,Casa,La Cumbre,400,4,1,0,950000000
Riomar,Usado,4,Apartamento,Villa Campestre,107,3,2,2,390000000
Riomar,Usado,4,Casa,Villa Campestre,360,4,3,0,350000000
Riomar,Usado,4,Casa,Villa Campestre,367,5,4,4,1580000000
Riomar,Usado,4,Apartamento,Villa Campestre,107,3,2,1,360000000
Riomar,Usado,4,Apartamento,Villa Campestre,107,3,3,1,320000000
Riomar,Usado,4,Apartamento,Villa Campestre,105,3,2,2,320000000
Riomar,Usado,4,Casa,Villa Campestre,235,3,4,4,1050000000
Metropolitana,Usado,4,Casa,Cevillar,150,4,1,0,600000000
Riomar,Usado,4,Apartamento,Villa Campestre,104,3,2,2,285000000
Riomar,Usado,4,Apartamento,Villa Campestre,109,3,3,2,410000000
Riomar,Usado,4,Casa,Villa Campestre,164,3,2,3,520000000
Riomar,Usado,4,Apartamento,Villa Campestre,140,4,4,2,550000000
Riomar,Usado,4,Casa,Villa Campestre,280,4,5,2,900000000
Riomar,Usado,4,Casa,Villa Campestre,280,3,4,2,750000000
Riomar,Usado,4,Apartamento,Villa Campestre,116,3,4,2,440000000
Riomar,Usado,4,Casa,Villa Campestre,130,3,3,1,450000000
Riomar,Usado,4,Apartamento,Villa Campestre,60,2,2,0,210000000
Riomar,Usado,4,Casa,El Limoncito,240,3,2,2,520000000
Riomar,Usado,4,Casa,Villa Campestre,148,3,3,2,410000000
Riomar,Usado,4,Apartamento,Villa Campestre,107,3,3,1,324000000
Riomar,Usado,4,Apartamento,Villa Campestre,65,2,2,1,230000000
Riomar,Usado,4,Casa,Villa Campestre,127,0,0,0,360000000
Riomar,Usado,4,Apartamento,Villa Campestre,107,3,3,1,324000000
Riomar,Usado,4,Casa,Villa Campestre,320,4,3,0,1100000000
Riomar,Usado,4,Apartamento,Villa Campestre,105,3,2,2,340000000
Norte-Centro Histórico,Inmobiliaria,4,Apartamento,Nuevo Horizonte,91,3,2,1,310000000
Riomar,Usado,4,Casa,Villa Campestre,167,4,4,1,600000000
Riomar,Usado,4,Casa,Villa Campestre,686,8,10,6,4000000000
Riomar,Usado,4,Casa,Villa Campestre,300,4,3,2,870000000
Riomar,Usado,4,Casa,Villa Campestre,220,4,5,2,750000000
Riomar,Usado,4,Casa,Villa Campestre,147,3,3,2,445000000
Riomar,Usado,4,Apartamento,Villa Campestre,79,3,2,2,350000000
Riomar,Usado,4,Apartamento,Villa Campestre,109,3,3,1,345000000
Riomar,Usado,4,Apartamento,Villa Campestre,203,3,3,0,500000000
Riomar,Usado,4,Apartamento,Villa Campestre,96,3,2,2,380000000
Riomar,Usado,4,Apartamento,Villa Campestre,108,2,2,1,600000000
Riomar,Usado,4,Apartamento,Villa Campestre,97,2,2,1,430000000
Riomar,Usado,4,Apartamento,Villa Campestre,97,3,2,1,320000000
Riomar,Usado,4,Apartamento,Villa Campestre,104,4,3,1,335000000
Riomar,Usado,4,Casa,Villa Campestre,110,3,2,1,335000000
Riomar,Usado,4,Apartamento,Villa Campestre,140,3,4,2,500000000
Riomar,Inmobiliaria,4,Apartamento,Villa Campestre,110,4,4,2,350000000
Riomar,Usado,4,Apartamento,Villa Campestre,99,3,3,2,437000000
Riomar,Usado,4,Apartamento,Villa Campestre,160,3,4,2,570000000
Riomar,Usado,4,Apartamento,Villa Campestre,115,3,3,2,450000000
Riomar,Usado,4,Apartamento,Villa Campestre,160,3,3,2,610000000
Riomar,Usado,4,Apartamento,Villa Campestre,105,3,3,2,300000000
Norte-Centro Histórico,Usado,4,Casa,El Castillo,123,3,2,1,350000000
Riomar,Usado,4,Apartamento,Villa Campestre,104,3,2,2,310000000
Riomar,Usado,4,Casa,Villa Campestre,690,10,7,5,2415000000
Riomar,Usado,4,Casa,Villa Campestre,139,3,2,2,450000000
Riomar,Usado,4,Casa,Villa Campestre,440,3,4,2,1200000000
Riomar,Usado,4,Casa,Villa Campestre,145,3,3,2,450000000
Riomar,Usado,4,Casa,Villa Campestre,309,3,3,2,1100000000
Riomar,Usado,4,Casa,Villa Campestre,240,4,3,1,950000000
Riomar,Usado,4,Casa,Villa Campestre,164,3,3,2,520000000
Riomar,Usado,4,Apartamento,Villa Campestre,188,4,4,2,650000000
Riomar,Usado,4,Apartamento,Villa Campestre,104,3,2,1,306500000
Riomar,Usado,4,Apartamento,Villa Campestre,97,3,2,2,355000000
Riomar,Usado,4,Apartamento,Villa Campestre,115,3,2,1,390000000
Riomar,Usado,4,Apartamento,Villa Campestre,97,3,2,1,320000000
Riomar,Usado,4,Apartamento,Villa Campestre,480,4,4,2,1600000000
Riomar,Usado,4,Apartamento,Villa Campestre,90,3,3,1,330000000
Riomar,Usado,4,Apartamento,Villa Campestre,83,3,2,1,240000000
Riomar,Usado,4,Casa,Villa Campestre,139,3,4,2,440000000
Riomar,Usado,4,Casa,Villa Campestre,128,3,3,2,460000000
Riomar,Usado,4,Apartamento,El Limoncito,97,3,2,1,260000000
Riomar,Usado,4,Apartamento,Villa Campestre,83,3,2,1,240000000
Riomar,Usado,4,Apartamento,Villa Campestre,139,3,3,2,479000000
